Cluster,DocId,Key-phrases,Candidate-count,Phrase-candidates
0,467,"['Urban placeness', 'starbucks post', 'machine learning', 'contextual attribute', 'ontological framework']",66,"['Urban placeness', 'placeness', 'urban design', 'city', 'place', 'geography', 'urban planner', 'contextual information', 'coffee shop', 'starbucks post', 'starbucks', 'major metropolitan city', 'metropolitan city', 'contextual attribute', 'ontological framework', 'machine learning', 'sense', 'coffee', 'instagram', 'curated dataset', 'shop psychological construct', 'architect', 'flexible ontological framework', 'dataset', 'community', 'planning', 'activity', 'information', 'psychological construct', 'machine learning technique', 'shop', 'planner', 'design', 'insight', 'concept', 'Instagram post', 'attribute', 'case study', 'construct', 'survey', 'time', 'Research', 'learning', 'framework', 'visitor', 'world', 'essential insight', 'machine', 'case', 'factor', 'method', 'role', 'result', 'show', 'post', 'study', 'result show', 'quantitative variation', 'past', 'technique', 'variation', 'vital role', 'learning technique', 'glimpse', 'common factor', 'conventional method']"
0,486,"['urban planning', 'socioeconomic feature', 'neighborhood contexts', 'spatial heterogeneity', 'local real estate']",79,"['urban planning', 'urban neighborhood', 'urban system', 'many urban planning', 'local urban context', 'urban context', 'urban location', 'urban stakeholder', 'neighborhood contexts', 'neighborhood', 'distinctive socioeconomic profile', 'city', 'socioeconomic feature', 'spatial heterogeneity', 'socioeconomic profile', 'local neighborhood', 'various socioeconomic feature', 'local neighborhood contexts', 'high spatial heterogeneity', 'local real estate', 'socioeconomic performance', 'classification', 'data', 'meaningful classification', 'decision support', 'real estate price', 'decision support tool', 'service request', 'contexts', 'real estate', 'Structure', 'information', 'context', 'location', 'heterogeneity', 'future trend', 'service', 'estate', 'sufficient information', 'planning', 'estate price', 'deep understanding', 'distribution', 'stakeholder', 'political decision', 'feature', 'access', 'trend', 'support tool', 'characteristic', 'open access article', 'example', 'type', 'profile', 'signature', 'support', 'understanding', 'impact', 'performance', 'article', 'open access', 'unique signature', 'decision', 'system', 'use', 'access article', 'term', 'request', 'price', 'source', 'reproduction', 'unrestricted use', 'way', 'tool', 'medium', 'author', 'possible way', 'intervention', 'original author']"
0,493,"['open urban data', 'visualization technique', 'data interpretation', 'machine learning', 'large data set']",68,"['open urban data', 'Urban data', 'visualization technique', 'urban data set', 'visualization', 'open data', 'effective data interpretation', 'data analysis', 'data interpretation', 'socioeconomic data', 'different visualization', 'data', 'specific visualization', 'data set', 'interpretability', 'machine learning', 'effective data', 'large data', 'large data set', 'multivariate analysis', 'machine learning technique', 'city government', 'city', 'analysis', 'Chicago city government', 'pattern identification', 'multivariate', 'Transparency', 'interpretation', 'exploitation', 'knowledge', 'case study', 'Chicago city', 'sense', 'learning', 'government', 'pattern', 'improvement', 'discovery', 'public', 'univariate', 'bivariate', 'evaluation', 'new knowledge', 'learning technique', 'different level', 'use', 'user', 'support', 'level', 'machine', 'study', 'citizen', 'purpose', 'identification', 'discussion', 'Tool', 'key', 'case', 'form', 'work', 'amount', 'technique', 'different form', 'scenario', 'set', 'large amount', 'practice']"
0,504,"['Urban planning', 'big data revolution', 'data rich landscape', 'census data', 'data mining']",108,"['Urban planning', 'Urban planning student', 'urban planner', 'big data', 'planning education', 'big data revolution', 'data rich landscape', 'planning student', 'data revolution', 'planning practice', 'data', 'census data', 'detailed population', 'planner', 'data rich environment', 'new data', 'data mining', 'new data source', 'multidimensional data', 'Analytics', 'machine learning', 'planning curriculum', 'planning', 'census', 'data poor environment', 'detailed population characteristic', 'visualization', 'visualization technique', 'survey research', 'data source', 'infrastructure monitoring', 'real time data', 'time data', 'infrastructure', 'population characteristic', 'rich landscape', 'learning', 'remote sensing', 'quantitative analysis', 'population', 'rich environment', 'simple visualization technique', 'analysis', 'simple visualization', 'estimation', 'research', 'cell phone tracking', 'survey', 'education', 'simulation', 'geographic area', 'mining', 'phone tracking', 'phone tracking record', 'observation', 'practice', 'curriculum', 'sensing', 'sample', 'environment', 'sensor', 'revolution', 'projection', 'landscape', 'method', 'new environment', 'area', 'monitoring', 'scale', 'phone', 'number', 'poor environment', 'appropriate tool', 'cell phone', 'several basic variable', 'social medium', 'tool', 'technique', 'frequent time', 'tracking record', 'machine', 'frequent time increment', 'student', 'basic variable', 'time increment', 'aggregated form', 'tracking', 'real time', 'variable', 'system', 'disaggregated level', 'level', 'behavior', 'characteristic', 'time', 'form', 'course', 'record', 'decade', 'source', 'increment', 'factor', 'variety', 'date', 'cell', 'paper', 'medium', 'gap']"
0,510,"['urban data', 'kernelized random walk', 'collaborative heterogeneous information', 'intelligent taxi', 'summarization']",129,"['urban data', 'collaborative heterogeneous information', 'social recommendation', 'taxicab platform', 'similarity computation', 'intelligent taxi', 'word similarity computation', 'online taxicab platform', 'heterogeneous information', 'online taxicab', 'human mobility demand', 'taxi', 'human mobility', 'taxicab', 'kernelized random walk', 'recommender system', 'data', 'unmet human mobility', 'latent feature', 'summarization', 'classifier', 'recommender', 'kernelized random', 'context knowledge', 'RDF stream processing', 'information', 'adversarial machine', 'activity recognition', 'random walk', 'mobility demand', 'prediction', 'word similarity', 'emotion recognition', 'algorithm', 'unsupervised activity', 'recommendation', 'similarity', 'stream processing', 'unsupervised activity recognition', 'multiple classifier', 'fish swarm algorithm', 'swarm algorithm', 'topic', 'network', 'knowledge', 'RDF stream', 'mobility', 'representation', 'walk', 'computation', 'distance', 'temporal relation', 'fish swarm', 'text', 'distance measure', 'efficient stance detection', 'telecom localization', 'stream processing scenario', 'recognition', 'relation', 'water scarcity evaluation', 'scarcity evaluation', 'text extraction', 'text generation', 'automatic text', 'swarm', 'artificial fish swarm', 'Smartphone accelerometer', 'malware', 'timely detection', 'emotion', 'generation', 'detection', 'platform', 'activity', 'word', 'water', 'random', 'attack', 'feature', 'demand', 'automatic text generation', 'conference', 'stream', 'evasion attack', 'scarcity', 'android malware', 'water scarcity', 'Smooth representation', 'joint model', 'research', 'stance detection', 'jaccard distance measure', 'submodular', 'fish', 'localization', 'machine', 'processing', 'evaluation', 'jaccard distance', 'processing scenario', 'scenario', 'malware evasion attack', 'malware evasion', 'accelerometer', 'android malware evasion', 'measure', 'proceeding', 'contain', 'evasion', 'method', 'extraction', 'comparative research', 'telecom localization error', 'model', 'held', 'artificial fish', 'error', 'proceeding contain', 'system', 'efficient stance', 'correction', 'paper', 'improved artificial fish', 'localization error', 'jaccard', 'stance', 'special focus', 'focus']"
0,542,"['mobile phone activity', 'land use classification', 'location context', 'machine learning technique', 'data']",88,"['mobile phone activity', 'phone activity', 'land use classification', 'phone data', 'mobile phone data', 'use classification', 'location context', 'classification', 'machine learning technique', 'human communication activity', 'phone data record', 'urban planning', 'human behavior', 'machine learning', 'location area', 'mobile phone', 'phone', 'geographical area', 'data', 'available mobile phone', 'activity', 'communication activity', 'city', 'land use', 'human communication', 'prediction', 'contexts', 'behavioral pattern', 'context', 'human activity', 'many societal application', 'location', 'category', 'area', 'transportation', 'social platform', 'timeline type', 'log', 'application', 'data record', 'predictor', 'societal application', 'pattern', 'planning', 'official land use', 'timeline', 'behavior', 'Characterization', 'learning', 'description', 'transportation optimization', 'type', 'land', 'recognition', 'relationship', 'presence', 'shopping', 'website', 'temporal variation', 'learning technique', 'platform', 'communication', 'use', 'advanced approach', 'measurement', 'obtained category', 'content', 'optimization', 'Early recognition', 'official land', 'knowledge', 'distribution', 'machine', 'opportunity', 'technique', 'record', 'comparison', 'approach', 'interest', 'importance', 'amount', 'variation', 'great importance', 'availability', 'paper', 'direct measurement', 'enormous amount', 'unprecedented direct measurement']"
0,544,"['business zone recommender', 'facebook', 'urban planning data', 'recommendation quality', 'food business']",40,"['business zone recommender', 'zone recommender system', 'zone recommender', 'zone recommendation system', 'business zone', 'recommender system', 'recommendation system', 'zone recommendation', 'recommendation quality', 'recommender', 'business data', 'urban planning data', 'recommended zone', 'recommendation', 'urban planning', 'urban city', 'facebook', 'public business data', 'food business', 'city', 'zone', 'planning data', 'business', 'public business', 'feature group', 'physical business', 'metadata', 'algorithms', 'different feature group', 'data', 'food', 'feature', 'list', 'planning', 'quality', 'different feature', 'machine', 'group', 'system', 'contribution']"
0,550,"['smart city', 'social medium data', 'urban data', 'machine learning technique', 'tweet']",61,"['smart city', 'social medium data', 'urban data', 'modern smart city', 'Twitter data', 'urban function', 'modern city', 'city', 'social connectivity phenomena', 'social connectivity', 'machine learning', 'municipality', 'data', 'social medium', 'machine learning technique', 'medium data', 'tweet', 'information', 'spatial distribution', 'technology', 'connectivity', 'spatial dimension', 'temporal pattern', 'connectivity phenomena', 'digital technology', 'intelligence', 'analysis', 'sense', 'learning', 'case study example', 'power', 'machine', 'example', 'use', 'study example', 'case study', 'function', 'dimension', 'rich potential', 'research', 'scientific research', 'physical aspect', 'light', 'Tool', 'distribution', 'policy use', 'present paper', 'support', 'study', 'aspect', 'pattern', 'learning technique', 'support tool', 'significant light', 'phenomena', 'case', 'medium', 'potential', 'technique', 'paper', 'policy']"
0,560,"['workshop', 'conjunction', 'overview', 'paper']",4,"['workshop', 'overview', 'conjunction', 'paper']"
0,562,"['Predictive analytics', 'property vacancy', 'sociotechnical system', 'city activity', 'data']",55,"['Predictive analytics', 'proactive property vacancy', 'prevent vacant property', 'property vacancy policy', 'property vacancy', 'vacant property', 'data mining', 'machine learning', 'future vacancy risk', 'analytics', 'vacancy risk', 'city activity', 'vacancy policy', 'predict', 'sociotechnical system', 'data', 'city', 'future vacancy', 'neighborhood', 'property', 'policy development', 'proactive property', 'future', 'holistic insight', 'vacancy', 'accuracy', 'individual property', 'mining', 'reverse decline', 'learning', 'prevent', 'insight', 'reactive strategy', 'policy', 'high accuracy', 'development', 'decline', 'analyze', 'framework', 'feasibility', 'proactive intervention', 'activity', 'machine', 'system', 'use', 'strategy', 'anecdote', 'risk', 'technique', 'variety', 'need', 'demonstration', 'urgent need', 'intervention', 'paper']"
0,571,"['Mobility data', 'probabilistic topic', 'semantic decomposition', 'bike', 'urban data analysis']",61,"['Mobility data', 'social medium data', 'urban data analysis', 'urban data', 'probabilistic topic', 'mobility flow', 'semantic decomposition', 'data', 'semantic enrichment', 'medium data', 'trip count', 'topic', 'mobility', 'causality', 'social medium', 'fleet management', 'Temporal decomposition', 'data analysis', 'bike', 'dataset', 'network', 'decision support', 'GIS system', 'trip', 'predictability', 'decomposition', 'technology', 'real dataset', 'correlation', 'decision support platform', 'localisation technology', 'volume', 'platform', 'management', 'analysis', 'related application', 'fleet', 'machine', 'generation', 'enrichment', 'term', 'support', 'flow', 'localisation', 'application', 'count', 'support platform', 'analytical approach', 'question', 'approach', 'medium', 'backend', 'decision', 'method', 'decade', 'paper', 'system', 'operation', 'new generation', 'Novel analytical approach', 'past decade']"
0,573,"['urban activity inference', 'Foursquare user', 'phone usage pattern', 'classifier', 'activity recommendation']",122,"['urban activity inference', 'foursquare', 'specific urban activity', 'Foursquare place category', 'urban activity', 'activity inference', 'Foursquare place', 'Foursquare user', 'activity recommendation', 'urban environment', 'supervised learning', 'machine learning', 'mobile phone usage', 'classifier', 'city', 'user activity', 'phone usage', 'phone usage pattern', 'data', 'cellular data', 'place category', 'urban center', 'urban planning', 'prediction', 'activity type', 'dataset', 'phone', 'supervised learning framework', 'mobile phone', 'neighborhood', 'machine learning feature', 'prediction task', 'social medium', 'database', 'activity', 'mobile web', 'social life', 'venue', 'learning feature', 'place', 'recommendation', 'automatic characterization', 'random guess', 'telecommunication', 'class', 'nearby venue', 'inference', 'geographic area', 'Shopping area', 'learning', 'Entertainment spot', 'application', 'category', 'web', 'spot', 'station', 'accuracy', 'type', 'planning', 'random', 'area', 'user communication pattern', 'tower', 'telecommunication provider', 'provider', 'geographical evolution', 'guess', 'application scenario', 'environment', 'signal', 'learning framework', 'base station', 'candidate class', 'telecommunication signal', 'longitudinal attribute', 'candidate set', 'user', 'user communication', 'content delivery', 'label', 'usage', 'number', 'rate', 'work', 'usage pattern', 'pattern', 'communication', 'characterization', 'candidate class increases', 'framework', 'analysis', 'attribute', 'station level', 'communication pattern', 'diverse set', 'level', 'candidate', 'understanding', 'scenario', 'class increases', 'input telecommunication signal', 'task', 'dynamic', 'life', 'machine', 'input telecommunication', 'accuracy rate', 'base station level', 'feature', 'base', 'medium', 'evolution', 'year', 'delivery', 'input', 'set', 'increases', 'difficulty', 'performance', 'problem', 'order', 'center']"
0,574,"['location semantic predicting', 'phone record', 'classification method', 'urban planning', 'annotation model']",87,"['location semantic predicting', 'urban location annotation', 'location annotation', 'Semantic location', 'Semantic location name', 'Meaningful location', 'semantic predicting method', 'Meaningful location name', 'location sensor', 'urban location', 'annotation model', 'semantic predicting', 'Location information', 'semantic tag', 'annotation', 'perfect location sensor', 'location name', 'classification method', 'urban planning', 'phone record', 'phone', 'mobile service', 'classification', 'mobile phone user', 'phone user', 'predicting method', 'predicting', 'mobile phone', 'mobile record', 'place', 'data', 'location', 'information', 'traditional classification method', 'mobile', 'location sensor probe', 'accuracy', 'station', 'meaningful base station', 'land use planning', 'transportation management', 'coordinate', 'perfect location', 'valuable information', 'sensor', 'transportation', 'traditional classification', 'use planning', 'land use', 'tag', 'Overall accuracy', 'base station', 'land', 'meaningful base', 'planning', 'several explicit feature', 'digital coordinate', 'record', 'explicit feature', 'feature', 'simple', 'optimization', 'configuration', 'name', 'service', 'energy', 'management', 'parameter', 'pattern', 'user', 'method', 'use', 'machine', 'sensor probe', 'model', 'good performance', 'base', 'performance', 'cost', 'paper', 'demonstrate good performance', 'probe', 'experiment demonstrate', 'demonstrate', 'experiment', 'comprehensive experiment demonstrate', 'comprehensive experiment']"
0,584,"['Urban computing', 'aggregated human behavior', 'traffic forecasting', 'human urban behavior', 'data visualization']",72,"['Urban computing', 'smart city', 'human urban behavior', 'urban environment', 'urban behavior', 'city experience', 'urban planning', 'traffic forecasting', 'city', 'urban infrastructure', 'aggregated human behavior', 'data', 'data mining', 'traffic', 'machine learning', 'data visualization', 'ubiquitous technology', 'computer science perspective', 'networked technology', 'computer science', 'transportation', 'transportation design', 'pattern recognition', 'forecasting', 'digitalization', 'visualization', 'computing', 'human behavior', 'infrastructure', 'privacy', 'modeling', 'technology', 'computer', 'security', 'planning', 'citizen', 'recognition', 'learning', 'mining', 'environment', 'machine', 'application', 'service', 'sociology', 'virus', 'area', 'storage', 'design', 'pattern', 'domain', 'behavior', 'main concept', 'concept', 'perspective', 'talk', 'science', 'Opportunity', 'experience', 'quality', 'amount', 'science perspective', 'life', 'large amount', 'discipline', 'challenge', 'biological virus', 'effect', 'multiple discipline', 'spread', 'side', 'variety', 'side effect']"
